fighter_id,name,nickname,nationality,weight_class,height_cm,reach_cm,stance,birth_date,age_reported,wins,losses,draws,no_contests,wins_ko,wins_sub,wins_dec,slpm,str_acc_pct,sapm,str_def_pct,td_avg,td_acc_pct,td_def_pct,sub_avg,avg_fight_time,image_url,ranking,source,source_url,last_updated
kayla_harrison,Kayla Harrison,,Ohio,Flyweight,173.0,173.0,Southpaw,,36,19,1,0,0,6,8,5,,,,,,,,,,,#18 Flyweight,GIDStats.com,https://gidstats.com/fighters/kayla_harrison.html,2026-07-23
weili_zhang,Zhang Weili,,China,Flyweight,163.0,160.0,Switch,,36,26,4,0,0,11,8,7,6.0,,,,,,,1.4,,,#19 Flyweight,GIDStats.com,https://gidstats.com/fighters/weili_zhang.html,2026-07-23
natlia_silva,Natália Silva,,Minas Gerais,Flyweight,163.0,163.0,Southpaw,,29,19,5,1,0,3,5,5,9.0,,,,2.0,,,,,,#20 Flyweight,GIDStats.com,https://gidstats.com/fighters/natlia_silva.html,2026-07-23
mackenzie_dern,Mackenzie Dern,,,Flyweight,163.0,160.0,Orthodox,,33,16,5,0,0,0,8,9,5.0,,,,4.0,,,0.4,,,#21 Flyweight,GIDStats.com,https://gidstats.com/fighters/mackenzie_dern.html,2026-07-23
fiorot_manon,Manon Fiorot,,France,Flyweight,170.0,165.0,Orthodox,,36,13,2,0,0,8,0,7,12.0,,,,7.0,,,,,,#22 Flyweight,GIDStats.com,https://gidstats.com/fighters/fiorot_manon.html,2026-07-23
blanchfield_erin,Erin Blanchfield,,,Flyweight,163.0,168.0,Orthodox,,27,14,2,0,0,2,5,7,9.0,,,,12.0,,,2.4,,,#23 Flyweight,GIDStats.com,https://gidstats.com/fighters/blanchfield_erin.html,2026-07-23
julianna_pea,Julianna Peña,,United States,Flyweight,168.0,175.0,,,36,11,6,0,0,3,6,5,6.0,,,,,,,1.6,,,#24 Flyweight,GIDStats.com,https://gidstats.com/fighters/julianna_pea.html,2026-07-23
alexa_grasso,Alexa Grasso,,Mexico,Flyweight,165.0,168.0,Orthodox,,28,17,5,1,0,2,2,9,8.0,,,,4.0,,,0.4,,,#25 Flyweight,GIDStats.com,https://gidstats.com/fighters/alexa_grasso.html,2026-07-23
virna_jandiroba,Virna Jandiroba,,Brazil,Flyweight,160.0,163.0,Orthodox,,33,23,4,0,0,1,11,7,5.0,,,,12.0,,,1.7,,,#26 Flyweight,GIDStats.com,https://gidstats.com/fighters/virna_jandiroba.html,2026-07-23
raquel_pennington,Raquel Pennington,,US,Flyweight,170.0,171.0,Orthodox,,37,16,9,0,0,1,4,12,4.0,,,,,,,0.9,,,#27 Flyweight,GIDStats.com,https://gidstats.com/fighters/raquel_pennington.html,2026-07-23
tatiana_suarez,Tatiana Suarez,,United States,Flyweight,165.0,168.0,Southpaw,,29,12,1,0,0,2,7,5,8.0,,,,,,,4.0,,,#28 Flyweight,GIDStats.com,https://gidstats.com/fighters/tatiana_suarez.html,2026-07-23
rose_namajunas,Rose Namajunas,,United States,Flyweight,165.0,165.0,Orthodox,,34,14,7,0,0,2,8,7,6.0,,,,,,,1.5,,,#29 Flyweight,GIDStats.com,https://gidstats.com/fighters/rose_namajunas.html,2026-07-23
yan_xiaonan,Xiaonan Yan,,China,Flyweight,165.0,160.0,Orthodox,,37,19,5,0,0,8,1,9,5.52,,,,8.0,,,,,,#30 Flyweight,GIDStats.com,https://gidstats.com/fighters/yan_xiaonan.html,2026-07-23
maycee_barber,Maycee Barber,,United States,Flyweight,165.0,165.0,Switch,,28,15,3,0,0,6,2,7,4.0,,,,10.0,,,1.0,,,#31 Flyweight,GIDStats.com,https://gidstats.com/fighters/maycee_barber.html,2026-07-23
amanda_lemos,Amanda Lemos,,,Women's Strawweight,163.0,165.0,Southpaw,,34,15,6,1,0,5,3,4,9.0,,,,5.0,,,0.6,,,#6 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/amanda_lemos.html,2026-07-23
godinez_lupita,Loopy Godinez,,,Women's Strawweight,157.0,155.0,Orthodox,,28,14,6,0,0,0,3,11,4.0,,,,,,,3.4,,,#7 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/godinez_lupita.html,2026-07-23
tabatha_ricci,Tabatha Ricci,,,Women's Strawweight,155.0,155.0,Orthodox,,31,12,4,0,0,1,2,7,4.0,,,,,,,3.5,,,#8 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/tabatha_ricci.html,2026-07-23
gillian_robertson,Gillian Robertson,,Canada,Women's Strawweight,165.0,160.0,Orthodox,,31,17,8,0,0,3,9,5,5.0,,,,,,,1.6,,,#9 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/gillian_robertson.html,2026-07-23
jessica_andrade,Jessica Andrade,,Brazil,Women's Strawweight,156.0,157.0,Orthodox,,34,26,15,0,0,6,5,8,7.0,,,,,,,1.7,,,#10 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/jessica_andrade.html,2026-07-23
amanda_ribas,Amanda Ribas,,Brazil,Women's Strawweight,163.0,168.0,Orthodox,,32,12,7,0,0,2,3,5,10.0,,,,,,,1.6,,,#11 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/amanda_ribas.html,2026-07-23
fatima_kline,Fatima Kline,,,Women's Strawweight,168.0,170.0,Orthodox,,26,9,1,0,0,3,1,4,,,,,,,,,,,#12 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/fatima_kline.html,2026-07-23
denise_gomes,Denise Gomes,,Rio Grande do Sul,Women's Strawweight,157.0,157.0,Orthodox,,26,12,3,0,0,7,0,5,4.0,,,,,,,6.0,,,#13 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/denise_gomes.html,2026-07-23
alexia_thainara,Alexia Thainara,,Brazil,Women's Strawweight,163.0,170.0,Orthodox,,30,14,1,0,0,0,8,5,,,,,,,,,,,#14 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/alexia_thainara.html,2026-07-23
angela_hill,Angela Hill,,United States,Women's Strawweight,160.0,164.0,Orthodox,,41,19,16,0,0,5,1,13,4.0,,,,12.0,,,0.6,,,#15 Women's Strawweight,GIDStats.com,https://gidstats.com/fighters/angela_hill.html,2026-07-23
jasmine_jasudavicius,Jasmine Jasudavicius,,,Women's Flyweight,170.0,173.0,Orthodox,,37,15,4,0,0,2,5,9,11.0,,,,6.0,,,,,,#7 Women's Flyweight,GIDStats.com,https://gidstats.com/fighters/jasmine_jasudavicius.html,2026-07-23
tracy_cortez,Tracy Cortez,,United States,Women's Flyweight,165.0,166.0,Orthodox,,32,12,3,0,0,1,1,10,6.0,,,,10.0,,,2.5,,,#9 Women's Flyweight,GIDStats.com,https://gidstats.com/fighters/tracy_cortez.html,2026-07-23
karine_silva,Karine Silva,,Mato Grosso do Sul,Women's Flyweight,165.0,170.0,Orthodox,,32,19,6,0,0,5,8,2,,,,,1.0,,,1.0,,,#10 Women's Flyweight,GIDStats.com,https://gidstats.com/fighters/karine_silva.html,2026-07-23
miranda_maverick,Miranda Maverick,,United States,Women's Flyweight,161.0,166.0,Orthodox,,29,15,6,0,0,1,8,8,4.0,,,,,,,2.2,,,#11 Women's Flyweight,GIDStats.com,https://gidstats.com/fighters/miranda_maverick.html,2026-07-23
cong_wang,Cong Wang,,,Women's Flyweight,168.0,169.0,Southpaw,,34,9,1,0,0,2,2,6,,,,,,,,,,,#12 Women's Flyweight,GIDStats.com,https://gidstats.com/fighters/cong_wang.html,2026-07-23
oneill_casey,Casey O'Neill,,Scotland,Women's Flyweight,168.0,175.0,Orthodox,,23,11,2,0,0,3,2,5,6.0,,,,8.0,,,2.0,,,#13 Women's Flyweight,GIDStats.com,https://gidstats.com/fighters/oneill_casey.html,2026-07-23
eduarda_moura,Eduarda Moura,,Sergipe,Women's Flyweight,167.0,167.0,Orthodox,,32,12,2,0,0,4,5,3,,,,,,,,,,,#14 Women's Flyweight,GIDStats.com,https://gidstats.com/fighters/eduarda_moura.html,2026-07-23
gabriella_hermgenes,Gabriella Fernandes,,,Women's Flyweight,168.0,168.0,Southpaw,,32,11,4,0,0,1,4,5,3.0,,,,,,,,,,#15 Women's Flyweight,GIDStats.com,https://gidstats.com/fighters/gabriella_hermgenes.html,2026-07-23
jj_aldrich,JJ Aldrich,,United States,Women's Flyweight,165.0,171.0,Southpaw,,33,14,7,0,0,3,0,12,3.0,,,,9.0,,,,,,#16 Women's Flyweight,GIDStats.com,https://gidstats.com/fighters/jj_aldrich.html,2026-07-23
norma_dumont,Norma Dumont,,Brazil,Women's Bantamweight,170.0,170.0,Switch,,35,13,2,0,0,0,2,11,4.0,,,,7.0,,,,,,#4 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/norma_dumont.html,2026-07-23
ketlen_vieira,Ketlen Vieira,,Brazil,Women's Bantamweight,173.0,173.0,Orthodox,,34,15,5,0,0,1,1,8,4.0,,,,,,,1.4,,,#5 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/ketlen_vieira.html,2026-07-23
yana_kunitskaya,Yana Santos,,Russia,Women's Bantamweight,168.0,174.0,Orthodox,,31,17,8,0,0,4,1,9,6.0,,,,8.0,,,1.1,,,#6 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/yana_kunitskaya.html,2026-07-23
irene_aldana,Irene Aldana,,Mexico,Women's Bantamweight,175.0,174.0,Orthodox,,38,15,8,0,0,6,2,4,5.0,,,,2.0,,,0.2,,,#7 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/irene_aldana.html,2026-07-23
ailin_perez,Ailin Perez,,Argentina,Women's Bantamweight,165.0,168.0,Switch,,31,13,2,0,0,4,2,7,3.0,,,,1.0,,,,,,#8 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/ailin_perez.html,2026-07-23
macy_chiasson,Macy Chiasson,,,Women's Bantamweight,180.0,183.0,Switch,,34,10,6,0,0,5,3,4,7.0,,,,,,,1.6,,,#9 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/macy_chiasson.html,2026-07-23
karol_rosa,Karol Rosa,,Brazil,Women's Bantamweight,165.0,171.0,Orthodox,,31,19,8,0,0,4,2,11,5.0,,,,10.0,,,,,,#10 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/karol_rosa.html,2026-07-23
jacqueline_cavalcanti,Jacqueline Cavalcanti,,,Women's Bantamweight,173.0,178.0,Orthodox,,28,10,1,0,0,2,0,7,,,,,,,,,,,#11 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/jacqueline_cavalcanti.html,2026-07-23
edwards_joselyne,Joselyne Edwards,,Panama,Women's Bantamweight,173.0,178.0,Orthodox,,30,17,6,0,0,6,5,5,4.0,,,,2.0,,,0.4,,,#12 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/edwards_joselyne.html,2026-07-23
mayra_bueno_silva,Mayra Bueno Silva,,Brazil,Women's Bantamweight,168.0,169.0,Orthodox,,34,10,6,1,0,1,6,2,6.0,,,,2.0,,,0.3,,,#13 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/mayra_bueno_silva.html,2026-07-23
nora_cornolle,Nora Cornolle,,,Women's Bantamweight,169.0,170.0,Orthodox,,36,9,4,0,0,6,2,1,,,,,,,,,,,#14 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/nora_cornolle.html,2026-07-23
miesha_tate,Miesha Tate,,United States,Women's Bantamweight,168.0,165.0,Orthodox,,39,20,10,0,0,3,5,7,4.0,,,,,,,1.2,,,#15 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/miesha_tate.html,2026-07-23
luana_santos,Luana Santos,,,Women's Bantamweight,168.0,170.0,Orthodox,,26,11,2,0,0,1,5,5,,,,,,,,,,,#16 Women's Bantamweight,GIDStats.com,https://gidstats.com/fighters/luana_santos.html,2026-07-23
